Product_Name,Total_Rating,User,Time,Heading,Detail,Recommend,No_helpful_vote,Yes_helpful_vote
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,funky45,01-17-2022,Awesome Product,My fussy eater is in love with this product.  She now can't wait for her meals and devours it entirely leaving the bowl spotless.  We couldn't be happier.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,S Durley,01-16-2022,,My dog loves the flavor and I can hide his pills in it and he doesn’t stop to see if it is anything but food.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Daggi,01-13-2022,Freshpet Bison,"My Dog loves all Freshpet products. Especially the Bison. Highly recommend this product. 
And the fridge at my petsmart is always stocked",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Yayita,01-13-2022,My little fur loves it,He can have chicken and he gets bored with food so this has been an excellent option for him,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,JHCV,01-12-2022,My Dog Loves it.,"My dog Mannie Snuggles is allergic to chicken, the vet-tech suggested I feed him bison and recommended this item.  I bought it and have been feeding it to my dog he loves it.  After his meal he usually lays and relaxes .",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Carlos1980,01-12-2022,Great Dog Food.,I been buying this product for my english bull dog and she loves it.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,englishlady,01-10-2022,Best Dog Food Ever!,"My two dogs (20 lbs, 8 yrs; 32 lbs, 14 yrs) have been eating this for two years.  I do mix it with a little kibble.  They absolutely love it.  The 14 year old jumps up and down like a puppy every night and their bowls are licked empty.  The quality is excellent and unopened they last for a long time in the fridge.  The only problem I have is the limited number I am allowed to order online from Petsmart.  Hopefully, they will order more so that I may do the same.!",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Love my chi,01-10-2022,Good food,"Have been buying for the last 3 years, buy most all my dogs food here",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Connie L,01-05-2022,Great Healthy Product,Freshpet dog food is the best.  Healthy and our pups love it.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Big man mom,01-03-2022,My dog loves the food,My dog has allergies  so hard to find food he can eat.he loves this food,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Ggipso,01-03-2022,,Trying new flavors.  He ate it all that was given to him.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Roxyjane,12-29-2021,I trust this food for Prince,"I've been using this for several months.  Prince prefers this over the chicken,  but likes both",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Drica B,12-27-2021,Dogs love it!,"I have a Rat Terrier 1 1/2 years old and a Yorkshire 11 years old. They love the food, but I noticed my Yorkie is being more energetic jumping more which means his joints are hurting less. I am happy for a natural food that is affordable.",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Iris31065,12-27-2021,Great content,My dog loves it every night for dinner great ingredients,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,SharonD70,12-25-2021,My dog loves this food!,My dog is allergic to a lot of things and this food does not have any of them in it and he loves it.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,SW59,12-24-2021,,I've been using this product for a year. I mix it with my dogs kibble for an extra treat.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Ranger2466,12-21-2021,Excellent quality!,My two fur babies have been eating this since we adopted them. They love it!,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Judipootie50,12-12-2021,Great store,Love this Freshpet food at PetSmart and love their grooming services.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Bill59105,12-10-2021,Beef and Bison,Bently loves this! We call it his special food. I've never seen him so excited about his morning and evening meals. He seems to have more energy and a shinier coat since we introduced this into his diet.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Tbag,12-04-2021,Most valuable player,My dog absolutely loves this food. I love that he loves it so smiles all around!,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Charmo1225,11-30-2021,Gone in minutes!,I bought this for my Great Pyrenees / German Shepherd mix and he devoured it.  He loves all the foods in the FreshPet line.  I buy some grain free and others which are not to mix it up.  Highly recommend this food.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,NM chihuahua mom,11-30-2021,Dog enjoy,Both of my picky dogs enjoy this product.  They get this along with Chihuahua dog food.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Mel Mel2510,11-30-2021,Dog Food,Ive been giving my dog this food and she loves it..She is not allergic to the food and does not break out...,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Misha1413,11-23-2021,It Was Ok,"I bought this 2 weeks ago for my dog, thinking she would like it. Didn't like the cranberries or the smell. She didn't eat it. I thought she would. But my little dog sure does love the chicken and 
 carrots that you have.",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,yarbrra,11-22-2021,freshpet vital beef and bison,have bought this several times when in stock. my fur buddy really loves it.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,SadienStellaMom,11-18-2021,Must Be Delish,"I just bought this week, and I was having concerns because my pooches just made a big move across the state to live with me after being with their dad for over a year. I know the change was hard on them, but they wouldn’t eat their food, even with the salmon oil they love. I was desperate and it was going on days. I started to add chicken broth, but they got tired of that. So I caved and bought this. While they’re still not eating an entire bowl of food, they’re eating and I’m glad. It seems like they really enjoy this because they eat most of it versus their kibble.",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Case yes,11-15-2021,Not for Riley,Our dog didn’t do well with this food.  I will be returning it,N,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Tallkid,11-14-2021,My dogs love this,Both my Chihuahua and Australian Shepherd mix gobble this up.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,janetbiscuit2021,11-14-2021,,"This is a great meal for our chow/mix we rescued from the shelter the day before they were going to put him down....well, he sure loves it!  Biscuit has allergies so I have to be careful what I feed him and this is working!!",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,SharonAP,11-13-2021,Excellent dog food,"My dog is in renal failure and has become really finicky about what she will eat. No canned, no freeze dried, no dry, but she will eat the beef and bison Fresh Pet Vital dog food. Only that flavor though.",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Natrat,11-12-2021,Fresh ingredients,I have been buying this product for a few months and Ca$h loves it!!!,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Luna Maya,11-08-2021,Our Huskies Love It,Our two girls are really enyoying this to there meal time … win win,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Be kind to animals,11-05-2021,,This is the only food one of my dogs can eat I hope it remains in stock all the time,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,ParkersMomma,11-05-2021,Dog Favorite,"This is good to mix with kibble. I like that it does not contain chicken. A little pricey and hard to find on the shelves lately.  Overall, my dog loves it.",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Dana05,11-03-2021,,My dogs love this food. He has allergies and dose not have a problem with it.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Jeannie62,10-30-2021,Good and healthy,"I bought it as a change to her diet , she’s taking her likeness to it.",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,annyarbrough,10-29-2021,my fur buddy loves this,Have bought before. He will eat this when he gets tired of other food.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,PinkLove37,10-28-2021,Great food,I bought this to supplement my dogs food and they love it!,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,DavH,10-27-2021,Repeat purchase,"This is a repeat purchase.  I have purchasing this dog food, for a while.  My dog prefers this food.  Especially the beef, and the beef & bison flavors.",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Daiser,10-26-2021,,The beef and Bison is my dogs favorite meat and also I buy the beef log as well  These are my dogs 2 favorite. I cut a slice off and mix with her dry food and she eats every bite.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Chantilly nights,10-24-2021,Awesome for the need to be on a limited diet,"I've been feeding this to my 15 year old for several years now. Because of the limited ingredients, I know she is eating better now. Just wish I would have started  even more earlier in her life.",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,No comment,10-21-2021,My fur babies love it!,I bought this trying to give my dogs something better to eat with their dry food. They absolutely love it! They love it so much that they will turn their noses up at regular canned food wanting this instead! And I should also add that it goes longer tan canned food. Better value for the money.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Buster Bella and Jake,10-20-2021,YUM,"My dogs absolutely LOVE the flavor.  It gets a little watery when you freeze and then thaw out, I just drain it and slice it up.   They get a little on top of their dry kibble every night. 

Also, very few products contain no chicken or grains. Is perfect for my dog that has all kinds of allergy issues.",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,JMebaker,10-20-2021,Vital Freshpet Beef and Bison,My dogs love this!  They are so much healthier on this food.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Marie1981,10-15-2021,Great features,I by this every week and my German Shepard loves it,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,CeciliaR,10-14-2021,My little ShihTzu loves it!,My picky eater eats it up!  She loves it!  Thank you for making a good product for her!,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,asp61398,10-13-2021,great food!,I use these products to make sure my pups nutritional needs are met.,Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Bobby S,10-10-2021,"Beef, Bison & Blueberries! Yum Yum","I’ve fed my Cavalier King Charles Spaniel Vital Beef and Bison for over 10 years.  All I have to do is say the words “Beef and Bison” and she’s in the kitchen laying by her food bowl. I’ve even started singing the Beef and Bison song while I’m preparing her meal.  

Our Cavalier loves this food!",Y,17,263
Freshpet® Vital™Grain Free Beef & Bison Adult Dog Food,4.82262996941896,Beweeze,10-02-2021,,My dogs like the flavor of this loaf as well as the turkey loaf!,Y,17,263
