Product,Flavor,14 LB_offer_price,14 LB_recommended_price,25 LB_offer_price,25 LB_recommended_price,5 LBS_offer_price,5 LBS_recommended_price,40 LBS_offer_price,40 LBS_recommended_price,Grain_Free,Life_Stage,URL,Rating,Reviews,25 LBS_offer_price,25 LBS_recommended_price,13 LBS_offer_price,13 LBS_recommended_price,4.5 LBS_offer_price,4.5 LBS_recommended_price,35 LBS_offer_price,35 LBS_recommended_price,6 LBS_offer_price,6 LBS_recommended_price,18 LBS_offer_price,18 LBS_recommended_price,47 LBS_offer_price,47 LBS_recommended_price,30 LBS_offer_price,30 LBS_recommended_price,15 LBS_offer_price,15 LBS_recommended_price,4 LBS_offer_price,4 LBS_recommended_price,28.5 LBS_offer_price,28.5 LBS_recommended_price,15.5 LBS_offer_price,15.5 LBS_recommended_price,45 LBS_offer_price,45 LBS_recommended_price,14 LBS_offer_price,14 LBS_recommended_price,16 LBS_offer_price,16 LBS_recommended_price,41 LBS_offer_price,41 LBS_recommended_price,37.5 LBS_offer_price,37.5 LBS_recommended_price,50 LBS_offer_price,50 LBS_recommended_price,12 LBS_offer_price,12 LBS_recommended_price,24 LBS_offer_price,24 LBS_recommended_price,28 LBS_offer_price,28 LBS_recommended_price,2.5 LBS_offer_price,2.5 LBS_recommended_price,34 LBS_offer_price,34 LBS_recommended_price,26 LBS_offer_price,26 LBS_recommended_price,33 LBS_offer_price,33 LBS_recommended_price,44 LBS_offer_price,44 LBS_recommended_price,22.5 LBS_offer_price,22.5 LBS_recommended_price,11.5 LBS_offer_price,11.5 LBS_recommended_price,22 LBS_offer_price,22 LBS_recommended_price,11 LBS_offer_price,11 LBS_recommended_price,20 LBS_offer_price,20 LBS_recommended_price,1 LBS_offer_price,1 LBS_recommended_price,21.5 LBS_offer_price,21.5 LBS_recommended_price,3.5 LBS_offer_price,3.5 LBS_recommended_price,10 LBS_offer_price,10 LBS_recommended_price,17 LBS_offer_price,17 LBS_recommended_price,7 LBS_offer_price,7 LBS_recommended_price,21 LBS_offer_price,21 LBS_recommended_price,31.1 LBS_offer_price,31.1 LBS_recommended_price,8 LBS_offer_price,8 LBS_recommended_price,2 OZ_offer_price,2 OZ_recommended_price,25 OZ_offer_price,25 OZ_recommended_price,9.5 OZ_offer_price,9.5 OZ_recommended_price,37 LBS_offer_price,37 LBS_recommended_price,4 LB_offer_price,4 LB_recommended_price,18 LB_offer_price,18 LB_recommended_price,12.5 LBS_offer_price,12.5 LBS_recommended_price,38.5 LBS_offer_price,38.5 LBS_recommended_price,48.4 LBS_offer_price,48.4 LBS_recommended_price,3 LBS_offer_price,3 LBS_recommended_price,19 LBS_offer_price,19 LBS_recommended_price,24 LB_offer_price,24 LB_recommended_price,8.5 LBS_offer_price,8.5 LBS_recommended_price,27.5 LBS_offer_price,27.5 LBS_recommended_price,17.6 LBS_offer_price,17.6 LBS_recommended_price,30.6 LBS_offer_price,30.6 LBS_recommended_price,1.75 LBS_offer_price,1.75 LBS_recommended_price,5.5 LBS_offer_price,5.5 LBS_recommended_price,7.7 LBS_offer_price,7.7 LBS_recommended_price,25.3 LBS_offer_price,25.3 LBS_recommended_price,28.6 LBS_offer_price,28.6 LBS_recommended_price,6.6 LBS_offer_price,6.6 LBS_recommended_price,1.5 LBS_offer_price,1.5 LBS_recommended_price,1 LB_offer_price,1 LB_recommended_price,13.5 LBS_offer_price,13.5 LBS_recommended_price,27 LBS_offer_price,27 LBS_recommended_price,27.5 LB_offer_price,27.5 LB_recommended_price,7.4 LBS_offer_price,7.4 LBS_recommended_price,36 LBS_offer_price,36 LBS_recommended_price,20 LB_offer_price,20 LB_recommended_price
5-lbs-5-high-prairie-dog-totw-2871926,Buffalo,,,,,$19.99,$20.99,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/5-lbs-5-high-prairie-dog-totw-2871926,4.7612,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,$38.99,$41.99,,,,,,,,,,,,,$58.99,$61.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro-plan-savor-shredded-blend-chicken-and-rice-large-breed-dog-food-1342398,Chicken,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/pro-plan-savor-shredded-blend-chicken-and-rice-large-breed-dog-food-1342398,4.6545,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$65.98,$67.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-buffalo-chicken-and-brown-rice-adult-dog-food-6-lbs-1055690,Chicken,,,,,$14.97,$23.99,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/blue-buffalo-chicken-and-brown-rice-adult-dog-food-6-lbs-1055690,4.7689,2285,,,,,,,,,$22.99,$22.99,,,,,$60.98,$69.99,$35.98,$41.99,,,,,,,,,,,,,,,,,,,,,,,,,,,$68.98,$68.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-buffalo-chicken-and-brown-rice-puppy-food-6-lbs-1055640,Chicken,,,,,$14.98,$23.99,,,No,Puppy,https://www.petco.com/shop/en/petcostore/product/blue-buffalo-chicken-and-brown-rice-puppy-food-6-lbs-1055640,4.7185,1396,,,,,,,,,$22.99,$22.99,,,,,$60.98,$69.99,$34.93,$41.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taste-of-the-wild-ancient-prairie-canine-recipe-with-roasted-bison-roasted-venison-and-ancient-grains-dry-dog-food-14-lbs-3084633,Buffalo,,,,,$19.99,$20.99,,,No,All Lifestages,https://www.petco.com/shop/en/petcostore/product/taste-of-the-wild-ancient-prairie-canine-recipe-with-roasted-bison-roasted-venison-and-ancient-grains-dry-dog-food-14-lbs-3084633,4.6299,743,,,,,,,,,,,,,,,,,,,,,,,,,,,$38.99,$41.99,,,,,,,,,,,,,$58.99,$61.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wellness-complete-health-deboned-chicken-and-oatmeal-adult-dog-food-30-lbs-1174126,Chicken,,,,,$19.98,$20.99,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/wellness-complete-health-deboned-chicken-and-oatmeal-adult-dog-food-30-lbs-1174126,4.7009,428,,,,,,,,,,,,,,,$69.98,$72.99,$41.46,$46.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wholehearted-grain-free-small-breed-salmon-and-pea-recipe-dry-dog-food-for-all-life-stages-14-lbs-2905655,Fish,,,,,$14.99,$14.99,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/wholehearted-grain-free-small-breed-salmon-and-pea-recipe-dry-dog-food-for-all-life-stages-14-lbs-2905655,4.7361,379,,,,,,,,,,,,,,,,,,,,,,,,,,,$34.99,$34.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural-balance-lid-limited-ingredient-diets-lamb-and-brown-rice-large-breed-formula-dry-dog-food-26-lbs-3131305,Lamb,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-lamb-and-brown-rice-large-breed-formula-dry-dog-food-26-lbs-3131305,4.4783,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$47.98,$47.98,,,,,,,,,$72.98,$72.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wholehearted-grain-free-large-breed-beef-and-pea-recipe-adult-dry-dog-food-40-lbs-2927985,Beef,,,,,,,$64.99,$64.99,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/wholehearted-grain-free-large-breed-beef-and-pea-recipe-adult-dry-dog-food-40-lbs-2927985,4.6802,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro-plan-savor-shredded-blend-chicken-and-rice-puppy-food-6-lbs-1451626,Chicken,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/pro-plan-savor-shredded-blend-chicken-and-rice-puppy-food-6-lbs-1451626,4.7302,986,,,,,,,,,$18.98,$21.99,$49.98,$52.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$65.98,$67.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hills-science-diet-advanced-fitness-small-bites-adult-dog-food-5-lbs-735493,Chicken,,,,,$16.99,$18.99,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/hills-science-diet-advanced-fitness-small-bites-adult-dog-food-5-lbs-735493,4.8274,985,,,,,,,$70.99,$70.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro-plan-savor-shredded-blend-salmon-and-rice-dog-food-33-lbs-2267569,Fish,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/pro-plan-savor-shredded-blend-salmon-and-rice-dog-food-33-lbs-2267569,4.7248,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$63.98,$64.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canidae-life-stages-all-life-stages-dog-food-15-lbs-2189863,Chicken,,,,,$15.99,$17.99,,,No,All Lifestages,https://www.petco.com/shop/en/petcostore/product/canidae-life-stages-all-life-stages-dog-food-15-lbs-2189863,4.702,886,,,,,,,,,,,,,,,$62.99,$62.99,$39.99,$39.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$74.99,$74.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acana-wholesome-grains-red-meat-dry-dog-food-115-lbs-3167172,Beef,,,,,,,,,No,All Lifestages,https://www.petco.com/shop/en/petcostore/product/acana-wholesome-grains-red-meat-dry-dog-food-115-lbs-3167172,4.6852,324,,,,,,,,,,,,,,,,,,,$19.99,$19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$69.99,$69.99,$37.99,$37.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wholehearted-grain-free-all-life-stages-lamb-and-lentil-formula-dry-dog-food-5-lbs-2739301,Lamb,,,,,$14.99,$14.99,$64.99,$64.99,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/wholehearted-grain-free-all-life-stages-lamb-and-lentil-formula-dry-dog-food-5-lbs-2739301,4.7252,735,$52.99,$52.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural-balance-lid-limited-ingredient-diets-sweet-potato-and-venison-formula-dry-dog-food-12-lbs-3310354,Venison,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-sweet-potato-and-venison-formula-dry-dog-food-12-lbs-3310354,4.7193,748,,,,,,,,,,,,,,,,,,,$27.98,$27.98,,,,,,,,,,,,,,,,,$52.98,$52.98,,,,,,,,,,,,,,,,,,,$79.98,$79.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro-plan-focus-large-breed-puppy-food-18-lbs-1274767,Chicken,,,,,,,,,No,Puppy,https://www.petco.com/shop/en/petcostore/product/pro-plan-focus-large-breed-puppy-food-18-lbs-1274767,4.6717,1127,,,,,,,,,,,$49.98,$52.99,$83.98,$88.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$65.98,$67.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canidae-pure-real-beef-and-barley-recipe-dry-dog-food-4-lbs-3131081,Beef,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/canidae-pure-real-beef-and-barley-recipe-dry-dog-food-4-lbs-3131081,4.8235,34,,,,,,,,,,,,,,,,,,,$14.98,$15.99,,,,,,,,,,,,,,,,,,,$69.85,$69.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-buffalo-blue-wilderness-plus-wholesome-grains-high-protein-natural-adult-chicken-dry-dog-food-24-lbs-3187721,Chicken,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/blue-buffalo-blue-wilderness-plus-wholesome-grains-high-protein-natural-adult-chicken-dry-dog-food-24-lbs-3187721,4.6422,109,,,,,$19.98,$26.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$64.98,$73.99,,,,,,,,,,,,,,,,,,,$37.98,$43.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-buffalo-small-breed-life-protection-formula-chicken-and-brown-rice-adult-dog-food-1127020,Chicken,,,,,$16.95,$24.99,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/blue-buffalo-small-breed-life-protection-formula-chicken-and-brown-rice-adult-dog-food-1127020,4.7859,906,,,,,,,,,$23.99,$23.99,,,,,,,$38.98,$44.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purina-pro-plan-sensitive-skin-and-stomach-salmon-and-rice-formula-dry-puppy-food-24-lbs-3153483,Fish,,,,,,,,,No,Puppy,https://www.petco.com/shop/en/petcostore/product/purina-pro-plan-sensitive-skin-and-stomach-salmon-and-rice-formula-dry-puppy-food-24-lbs-3153483,4.6438,306,,,,,,,,,,,,,,,,,,,$18.98,$21.99,,,,,,,,,$49.98,$52.99,,,,,,,,,$65.98,$67.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
default-product-name-2992285,Beef,,,,,,,,,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/default-product-name-2992285,4.8194,443,$115.46,$119.99,$69.99,$69.99,$30.99,$30.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purina-pro-plan-sensitive-skin-and-stomach-turkey-and-oat-meal-formula-adult-dry-dog-food-16-lbs-3312106,Turkey,,,,,,,,,No,,https://www.petco.com/shop/en/petcostore/product/purina-pro-plan-sensitive-skin-and-stomach-turkey-and-oat-meal-formula-adult-dry-dog-food-16-lbs-3312106,4.5378,119,,,,,,,,,,,,,,,,,,,$18.98,$21.99,,,,,,,,,$49.98,$52.99,,,,,,,,,$65.98,$67.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-honest-kitchen-whole-food-clusters-grain-free-beef-dry-dog-food-1-lb-3311381,Beef,,,,,$34.29,$34.99,,,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/the-honest-kitchen-whole-food-clusters-grain-free-beef-dry-dog-food-1-lb-3311381,4.7604,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$102.89,$104.99,$7.99,$7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro-plan-savor-shredded-blend-small-breed-dog-food-6-lbs-2267577,Chicken,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/pro-plan-savor-shredded-blend-small-breed-dog-food-6-lbs-2267577,4.6815,562,,,,,,,,,$18.98,$21.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$65.98,$67.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-buffalo-wilderness-rocky-mountain-recipe-with-red-meat-large-breed-adult-dog-food-22-lbs-2172236,Beef,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/blue-buffalo-wilderness-rocky-mountain-recipe-with-red-meat-large-breed-adult-dog-food-22-lbs-2172236,4.7729,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$67.98,$74.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural-balance-lid-limited-ingredient-diets-salmon-and-brown-rice-formula-dry-dog-food-12-lbs-3131410,Fish,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-salmon-and-brown-rice-formula-dry-dog-food-12-lbs-3131410,4.8846,52,,,,,,,,,,,,,,,,,,,$24.98,$24.99,,,,,,,,,,,,,,,,,$47.98,$47.98,$72.98,$73.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural-balance-lid-limited-ingredient-diets-chicken-and-sweet-potato-formula-small-breed-bites-dry-dog-food-12-lbs-3169047,Chicken,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-chicken-and-sweet-potato-formula-small-breed-bites-dry-dog-food-12-lbs-3169047,4.7412,85,,,,,,,,,,,,,,,,,,,$24.98,$24.98,,,,,,,,,,,,,,,,,$47.98,$49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-lbs-5-pacific-stream-puppy-t-2871811,Fish,,,,,$20.99,$20.99,,,Yes,Puppy,https://www.petco.com/shop/en/petcostore/product/5-lbs-5-pacific-stream-puppy-t-2871811,4.7399,992,,,,,,,,,,,,,,,,,,,,,,,,,,,$39.99,$41.99,,,,,,,,,,,,,$59.99,$64.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro-plan-focus-chicken-and-rice-puppy-formula-18-lbs-1274694,Chicken,,,,,,,,,No,Puppy,https://www.petco.com/shop/en/petcostore/product/pro-plan-focus-chicken-and-rice-puppy-formula-18-lbs-1274694,4.6486,1110,,,,,,,,,$18.98,$21.99,$49.98,$52.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$65.98,$67.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-lbs-28-sw-canyon-dog-totw-2871782,Beef,,,,,$19.99,$20.99,,,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/28-lbs-28-sw-canyon-dog-totw-2871782,4.7089,426,,,,,,,,,,,,,,,,,,,,,,,,,,,$38.99,$41.99,,,,,,,,,,,,,$58.99,$61.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wholehearted-adult-large-breed-chicken-and-brown-rice-recipe-with-whole-grains-dry-dog-food-30-lbs-3104016,Chicken,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/wholehearted-adult-large-breed-chicken-and-brown-rice-recipe-with-whole-grains-dry-dog-food-30-lbs-3104016,4.4516,155,,,,,,,,,,,,,,,$46.99,$46.99,,,,,,,,,$66.99,$66.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-buffalo-wilderness-salmon-adult-dry-dog-food-1340395,Fish,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/blue-buffalo-wilderness-salmon-adult-dry-dog-food-1340395,4.7654,814,,,,,$21.98,$28.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$67.98,$74.99,$78.98,$88.99,,,,,,,,,,,,,,,,,$40.98,$46.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural-balance-lid-limited-ingredient-diets-chicken-and-sweet-potato-formula-dry-dog-food-24-lbs-3169063,Chicken,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-chicken-and-sweet-potato-formula-dry-dog-food-24-lbs-3169063,4.6337,101,,,,,,,,,,,,,,,,,,,$24.98,$24.98,,,,,,,,,,,,,,,,,$47.98,$49.99,$72.98,$72.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hills-science-diet-adult-sensitive-stomach-and-skin-small-bites-chicken-recipe-dry-dog-food-4-lbs-bag-3148772,Assorted,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/hills-science-diet-adult-sensitive-stomach-and-skin-small-bites-chicken-recipe-dry-dog-food-4-lbs-bag-3148772,4.7603,146,,,,,,,,,,,,,,,$77.99,$77.99,$46.99,$51.99,$19.49,$21.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natures-recipe-grain-free-salmon-sweet-potato-and-pumpkin-dry-dog-food-1368893,Fish,,,,,,,,,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/natures-recipe-grain-free-salmon-sweet-potato-and-pumpkin-dry-dog-food-1368893,4.6317,752,,,,,,,,,,,,,,,,,,,$9.88,$12.99,,,,,,,,,,,,,,,,,$28.99,$28.99,$45.98,$53.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taste-of-the-wild-ancient-mountain-canine-recipe-with-roasted-lamb-and-ancient-grains-dry-dog-food-28-lbs-3084650,Lamb,,,,,$19.99,$20.99,,,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/taste-of-the-wild-ancient-mountain-canine-recipe-with-roasted-lamb-and-ancient-grains-dry-dog-food-28-lbs-3084650,4.637,405,,,,,,,,,,,,,,,,,,,,,,,,,,,$38.99,$41.99,,,,,,,,,,,,,$58.99,$61.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-lbs-14-pine-forest-dog-totw-2871731,Venison,,,,,$19.99,$20.99,,,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/14-lbs-14-pine-forest-dog-totw-2871731,4.7677,297,,,,,,,,,,,,,,,,,,,,,,,,,,,$38.99,$41.99,,,,,,,,,,,,,$58.99,$61.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acana-red-meat-dry-dog-food-45-lbs-2994011,Beef,,,,,,,,,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/acana-red-meat-dry-dog-food-45-lbs-2994011,4.7799,418,$69.99,$69.99,$44.99,$44.99,$19.99,$19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wholehearted-grain-free-chicken-and-pea-recipe-puppy-dog-food-2678309,Chicken,$34.99,$34.99,,,$12.99,$12.99,,,Yes,Puppy,https://www.petco.com/shop/en/petcostore/product/wholehearted-grain-free-chicken-and-pea-recipe-puppy-dog-food-2678309,4.753,1729,$49.99,$49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-buffalo-wilderness-chicken-adult-dry-dog-food-45-lbs-1336673,Chicken,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/blue-buffalo-wilderness-chicken-adult-dry-dog-food-45-lbs-1336673,4.7889,1113,,,,,$19.98,$26.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$37.98,$43.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
